main_category,sub_category,siteName,name,price,img,link,hash_tag
의류,상의,카네이테이,심볼8 긴팔티 (화이트),59000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613695671384_1000.jpg,https://www.kaneitei.com/product/8_long_t-shirt_white,null
의류,상의,카네이테이,사랑과 평화 긴팔티,79000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613697065623_1000.jpg,https://www.kaneitei.com/product/loveandpeace_t-shirt_white,null
의류,상의,카네이테이,심볼 8 반팔티 (화이트),49000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613696390059_1000.jpg,https://www.kaneitei.com/product/8_short_t-shirt_white,null
의류,상의,카네이테이,심볼 8 반팔티 (블랙),49000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613696807968_1000.jpg,https://www.kaneitei.com/product/8_short_t-shirt_black,null
의류,상의,카네이테이,슬로우 (체크),189000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613708730870_1000.jpg,https://www.kaneitei.com/product/slow_check,null
의류,상의,카네이테이,슬로우 (카키),159000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613708557314_1000.jpg,https://www.kaneitei.com/product/slow_khaki,null
의류,상의,카네이테이,해프닝 (네이비),149000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613702382794_1000.jpg,https://www.kaneitei.com/product/happening_navy,null
의류,상의,카네이테이,해프닝 (스트라이프),149000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613707300432_1000.jpg,https://www.kaneitei.com/product/happening_stripe,null
의류,상의,카네이테이,해프닝 (베이지),149000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613707003812_1000.jpg,https://www.kaneitei.com/product/happening_beige,null
의류,상의,카네이테이,해프닝 (블랙),149000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613702686518_1000.jpg,https://www.kaneitei.com/product/happening_black,null
의류,상의,카네이테이,음양 긴팔티,99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1615440424951_1000.jpg,https://www.kaneitei.com/product/yin-yang_T-shirt,null
의류,상의,카네이테이,긴자 5.0 (블랙),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017554727_1000.jpg,https://www.kaneitei.com/product/ginza_black,null
의류,상의,카네이테이,긴자 5.0 (카키),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016543055_1000.jpg,https://www.kaneitei.com/product/ginza_khaki,null
의류,상의,카네이테이,긴자 5.0 (베이지),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016717063_1000.jpg,https://www.kaneitei.com/product/ginza_beige_05,null
의류,상의,카네이테이,헤븐 (블랙),129000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017473728_1000.jpg,https://www.kaneitei.com/product/heaven_black,null
의류,상의,카네이테이,헤븐 (베이지),129000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017506499_1000.jpg,https://www.kaneitei.com/product/heaven_beige,null
의류,상의,카네이테이,캑터스 (카키),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1615767901872_1000.jpg,https://www.kaneitei.com/product/cactus_khaki,null
의류,상의,카네이테이,캑터스 (카모플라쥬),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1615767929388_1000.jpg,https://www.kaneitei.com/product/cactus_camouflage,null
의류,상의,카네이테이,웨이스티드 긴팔티 (화이트),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613694517247_1000.jpg,https://www.kaneitei.com/product/wasted_long_t-shirt_white,null
의류,상의,카네이테이,웨이스티드 긴팔티 (카키),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613694810903_1000.jpg,https://www.kaneitei.com/product/wasted_long_t-shirt_khaki,null
의류,상의,카네이테이,웨이스티드 베어 긴팔티 (화이트),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613693521740_1000.jpg,https://www.kaneitei.com/product/wastedbear_long_t-shirt_white,null
의류,상의,카네이테이,웨이스티드 베어 긴팔티 (퍼플),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613694137099_1000.jpg,https://www.kaneitei.com/product/wastedbear_long_t-shirt_purple,null
의류,상의,카네이테이,웨이스티드 베어 긴팔티 (카키),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613693598021_1000.jpg,https://www.kaneitei.com/product/wastedbear_long_t-shirt_khaki,null
의류,상의,카네이테이,웨이스티드 베어 긴팔티 (블랙),69000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1613692019122_1000.jpg,https://www.kaneitei.com/product/wastedbear_long_t-shirt_black,null
의류,상의,카네이테이,그라스 (블랙),289000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017809791_1000.jpg,https://www.kaneitei.com/product/grass_black,null
의류,상의,카네이테이,그라스 (카모플라쥬),289000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017419988_1000.jpg,https://www.kaneitei.com/product/grass_camo,null
의류,상의,카네이테이,샌프란시스코 2.0 (블랙),129000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016962398_1000.jpg,https://www.kaneitei.com/product/sanfrancisco_black,null
의류,상의,카네이테이,샌프란시스코 2.0 (카모플라쥬),129000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016807979_1000.jpg,https://www.kaneitei.com/product/sanfrancisco_camo,null
의류,상의,카네이테이,피카소 (카키),159000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1609300754388_1000.jpg,https://www.kaneitei.com/product/picasso_khaki,null
의류,상의,카네이테이,피카소 (아이보리),159000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603015343110_1000.jpg,https://www.kaneitei.com/product/picasso_ivory,null
의류,상의,카네이테이,파블로 (카키),119000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016181308_1000.jpg,https://www.kaneitei.com/product/pablo_khaki,null
의류,상의,카네이테이,파블로 (아이보리),119000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603016431986_1000.jpg,https://www.kaneitei.com/product/pablo_ivory,null
의류,상의,카네이테이,사비 (카모플라쥬),289000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017389954_1000.jpg,https://www.kaneitei.com/product/sabi_camo,null
의류,상의,카네이테이,레오 (블랙),298000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017241068_1000.jpg,https://www.kaneitei.com/product/leo_black,null
의류,상의,카네이테이,레오 (그레이),298000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017258872_1000.jpg,https://www.kaneitei.com/product/Leo_gray,null
의류,상의,카네이테이,레오 (머스타드),298000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1603017276005_1000.jpg,https://www.kaneitei.com/product/Leo_mustard,null
의류,상의,카네이테이,긴자 4.0 (그레이),99000원,https://contents.sixshop.com/thumbnails/uploadedFiles/28069/product/image_1609833044947_1000.png,https://www.kaneitei.com/product/ginza_grey,null
